user_id,timestamp,group,experiment_day,revenue,pre_exp_revenue,purchased,hour_of_day,day_of_week,week_of_exp
109296,2024-01-07 11:48:17,control,7,957.27,51.76,1,11,6,1
109297,2024-01-03 19:28:33,control,3,783.66,43.25,1,19,2,1
109298,2024-01-12 19:43:22,control,12,0.0,0.0,0,19,4,2
109299,2024-01-08 16:57:15,control,8,0.0,0.0,0,16,0,2
109300,2024-01-12 05:41:20,control,12,945.36,56.19,1,5,4,2
109301,2024-01-02 18:08:53,control,2,0.0,0.0,0,18,1,1
109302,2024-01-02 18:25:01,control,2,883.75,74.82,1,18,1,1
109303,2024-01-10 12:49:41,control,10,364.36,55.38,1,12,2,2
109304,2024-01-02 17:48:53,control,2,1277.61,151.23,1,17,1,1
109305,2024-01-12 20:22:14,control,12,974.97,101.11,1,20,4,2
109306,2024-01-06 20:01:19,control,6,1631.93,146.76,1,20,5,1
109307,2024-01-11 17:06:19,control,11,0.0,0.0,0,17,3,2
109308,2024-01-09 20:22:26,control,9,0.0,0.0,0,20,1,2
109309,2024-01-06 16:52:37,control,6,1180.14,54.25,1,16,5,1
109310,2024-01-13 08:22:50,control,13,699.83,88.86,1,8,5,2
109311,2024-01-02 13:15:43,control,2,639.04,50.85,1,13,1,1
109312,2024-01-02 12:04:29,control,2,458.9,49.45,1,12,1,1
109313,2024-01-13 15:01:18,control,13,406.26,70.01,1,15,5,2
109314,2024-01-12 16:11:38,control,12,536.4,71.56,1,16,4,2
109315,2024-01-07 07:26:22,control,7,423.72,55.7,1,7,6,1
109316,2024-01-13 14:34:18,control,13,0.0,0.0,0,14,5,2
109317,2024-01-04 16:05:45,control,4,0.0,0.0,0,16,3,1
109318,2024-01-10 14:32:22,control,10,816.97,163.31,1,14,2,2
109319,2024-01-12 12:05:44,control,12,0.0,0.0,0,12,4,2
109320,2024-01-13 19:55:17,control,13,900.64,157.73,1,19,5,2
109321,2024-01-06 16:59:54,control,6,0.0,0.0,0,16,5,1
109322,2024-01-02 19:55:43,control,2,1186.01,150.39,1,19,1,1
109323,2024-01-05 17:20:53,control,5,618.68,54.48,1,17,4,1
109324,2024-01-12 11:16:01,control,12,0.0,0.0,0,11,4,2
109325,2024-01-13 16:48:02,control,13,664.34,74.8,1,16,5,2
109326,2024-01-02 14:46:20,control,2,1400.8,107.17,1,14,1,1
109327,2024-01-02 11:03:00,control,2,2033.41,146.73,1,11,1,1
109328,2024-01-06 17:15:41,control,6,436.15,33.05,1,17,5,1
109329,2024-01-09 23:33:54,control,9,294.92,36.49,1,23,1,2
109330,2024-01-12 08:27:43,control,12,994.28,110.53,1,8,4,2
109331,2024-01-12 16:26:07,control,12,1256.76,106.43,1,16,4,2
109332,2024-01-05 18:21:20,control,5,1902.04,87.84,1,18,4,1
109333,2024-01-06 11:37:12,control,6,1075.88,111.33,1,11,5,1
109334,2024-01-07 16:34:39,control,7,1463.21,74.68,1,16,6,1
109335,2024-01-10 16:56:19,control,10,0.0,0.0,0,16,2,2
109336,2024-01-04 19:57:48,control,4,0.0,0.0,0,19,3,1
109337,2024-01-10 14:12:28,control,10,1150.39,239.2,1,14,2,2
109338,2024-01-12 16:53:30,control,12,418.52,77.81,1,16,4,2
109339,2024-01-07 06:52:40,control,7,759.08,62.38,1,6,6,1
109340,2024-01-10 19:39:44,control,10,876.77,65.34,1,19,2,2
109341,2024-01-01 19:35:10,control,1,727.31,37.47,1,19,0,1
109342,2024-01-01 11:43:54,control,1,748.6,91.39,1,11,0,1
109343,2024-01-12 23:52:24,control,12,0.0,0.0,0,23,4,2
109344,2024-01-04 22:29:55,control,4,535.0,78.97,1,22,3,1
109345,2024-01-01 12:10:16,control,1,1107.08,73.41,1,12,0,1
109346,2024-01-07 20:42:54,control,7,883.52,119.11,1,20,6,1
109347,2024-01-10 11:49:09,control,10,510.41,65.34,1,11,2,2
109348,2024-01-02 23:48:25,control,2,0.0,0.0,0,23,1,1
109349,2024-01-01 12:52:38,control,1,0.0,0.0,0,12,0,1
109350,2024-01-02 13:25:07,control,2,956.2,155.76,1,13,1,1
109351,2024-01-06 17:22:48,control,6,0.0,0.0,0,17,5,1
109352,2024-01-02 20:28:53,control,2,518.04,51.34,1,20,1,1
109353,2024-01-10 20:13:20,control,10,317.07,38.27,1,20,2,2
109354,2024-01-02 17:06:38,control,2,0.0,0.0,0,17,1,1
109355,2024-01-05 13:51:10,control,5,0.0,0.0,0,13,4,1
109356,2024-01-13 05:52:38,control,13,545.9,66.51,1,5,5,2
109357,2024-01-11 12:57:30,control,11,0.0,0.0,0,12,3,2
109358,2024-01-10 19:29:35,control,10,681.64,79.91,1,19,2,2
109359,2024-01-10 20:08:20,control,10,949.26,66.89,1,20,2,2
109360,2024-01-01 15:38:40,control,1,653.13,40.6,1,15,0,1
109361,2024-01-05 18:53:57,control,5,437.25,59.65,1,18,4,1
109362,2024-01-11 15:23:02,control,11,741.62,70.95,1,15,3,2
109363,2024-01-05 18:07:08,control,5,1242.26,153.85,1,18,4,1
109364,2024-01-11 07:40:58,control,11,776.53,83.31,1,7,3,2
109365,2024-01-11 20:09:54,control,11,0.0,0.0,0,20,3,2
109366,2024-01-10 11:22:21,control,10,654.45,65.26,1,11,2,2
109367,2024-01-05 14:50:07,control,5,0.0,0.0,0,14,4,1
109368,2024-01-05 20:53:04,control,5,0.0,0.0,0,20,4,1
109369,2024-01-01 08:09:21,control,1,0.0,0.0,0,8,0,1
109370,2024-01-04 23:55:51,control,4,0.0,0.0,0,23,3,1
109371,2024-01-04 22:15:28,control,4,0.0,0.0,0,22,3,1
109372,2024-01-01 13:09:34,control,1,792.0,59.23,1,13,0,1
109373,2024-01-06 21:30:59,control,6,0.0,0.0,0,21,5,1
109374,2024-01-09 17:47:37,control,9,0.0,0.0,0,17,1,2
109375,2024-01-11 19:59:36,control,11,540.6,86.02,1,19,3,2
109376,2024-01-07 12:39:05,control,7,654.57,63.03,1,12,6,1
109377,2024-01-08 11:30:01,control,8,0.0,0.0,0,11,0,2
109378,2024-01-07 14:27:56,control,7,2464.7,182.77,1,14,6,1
109379,2024-01-03 20:58:14,control,3,1227.63,89.59,1,20,2,1
109380,2024-01-04 10:10:23,control,4,824.25,46.73,1,10,3,1
109381,2024-01-06 22:45:00,control,6,1442.97,103.19,1,22,5,1
109382,2024-01-10 11:57:42,control,10,1360.26,143.59,1,11,2,2
109383,2024-01-09 13:08:03,control,9,399.72,52.44,1,13,1,2
109384,2024-01-12 23:07:15,control,12,0.0,0.0,0,23,4,2
109385,2024-01-06 20:53:22,control,6,756.26,76.94,1,20,5,1
109386,2024-01-06 14:23:01,control,6,1014.18,76.2,1,14,5,1
109387,2024-01-01 12:00:03,control,1,0.0,0.0,0,12,0,1
109388,2024-01-01 18:59:53,control,1,0.0,0.0,0,18,0,1
109389,2024-01-06 20:58:06,control,6,614.24,43.11,1,20,5,1
109390,2024-01-06 14:28:16,control,6,1244.23,144.01,1,14,5,1
109391,2024-01-03 08:32:27,control,3,388.16,40.93,1,8,2,1
109392,2024-01-07 16:46:25,control,7,0.0,0.0,0,16,6,1
109393,2024-01-06 16:37:12,control,6,321.92,73.65,1,16,5,1
109394,2024-01-08 08:22:11,control,8,470.96,31.63,1,8,0,2
109395,2024-01-13 10:35:25,control,13,0.0,0.0,0,10,5,2
109396,2024-01-11 20:38:37,control,11,0.0,0.0,0,20,3,2
109397,2024-01-07 16:37:34,control,7,658.28,45.36,1,16,6,1
109398,2024-01-14 16:26:31,control,14,0.0,0.0,0,16,6,2
109399,2024-01-14 17:21:20,control,14,0.0,0.0,0,17,6,2
109400,2024-01-08 16:23:56,control,8,0.0,0.0,0,16,0,2
109401,2024-01-11 16:32:13,control,11,0.0,0.0,0,16,3,2
109402,2024-01-05 19:01:04,control,5,0.0,0.0,0,19,4,1
109403,2024-01-13 07:13:29,control,13,1021.48,122.69,1,7,5,2
109404,2024-01-14 19:16:18,control,14,436.12,57.63,1,19,6,2
109405,2024-01-04 14:46:56,control,4,0.0,0.0,0,14,3,1
109406,2024-01-02 20:59:12,control,2,1298.32,119.5,1,20,1,1
109407,2024-01-12 19:07:34,control,12,435.13,41.25,1,19,4,2
109408,2024-01-05 03:46:17,control,5,527.01,60.47,1,3,4,1
109409,2024-01-11 11:12:48,control,11,0.0,0.0,0,11,3,2
109410,2024-01-02 05:02:46,control,2,650.61,62.31,1,5,1,1
109411,2024-01-07 11:36:27,control,7,982.94,80.3,1,11,6,1
109412,2024-01-05 12:57:19,control,5,644.21,48.63,1,12,4,1
109413,2024-01-03 15:54:03,control,3,1554.16,94.71,1,15,2,1
109414,2024-01-03 08:13:55,control,3,0.0,0.0,0,8,2,1
109415,2024-01-02 20:37:20,control,2,0.0,0.0,0,20,1,1
109416,2024-01-05 20:23:33,control,5,1009.99,132.87,1,20,4,1
109417,2024-01-07 13:59:53,control,7,405.58,80.78,1,13,6,1
109418,2024-01-02 11:41:06,control,2,0.0,0.0,0,11,1,1
109419,2024-01-07 11:23:05,control,7,1273.5,87.27,1,11,6,1
109420,2024-01-04 10:37:54,control,4,0.0,0.0,0,10,3,1
109421,2024-01-04 16:11:47,control,4,1030.95,104.27,1,16,3,1
109422,2024-01-09 13:35:47,control,9,437.14,24.06,1,13,1,2
109423,2024-01-13 15:12:05,control,13,327.88,51.01,1,15,5,2
109424,2024-01-13 14:47:49,control,13,747.32,67.11,1,14,5,2
109425,2024-01-01 15:17:12,control,1,1451.62,71.64,1,15,0,1
109426,2024-01-08 22:29:17,control,8,0.0,0.0,0,22,0,2
109427,2024-01-01 21:28:18,control,1,1694.02,181.49,1,21,0,1
109428,2024-01-03 17:06:51,control,3,1413.09,110.62,1,17,2,1
109429,2024-01-13 12:57:53,control,13,0.0,0.0,0,12,5,2
109430,2024-01-05 19:50:29,control,5,0.0,0.0,0,19,4,1
109431,2024-01-09 14:26:22,control,9,1552.55,87.44,1,14,1,2
109432,2024-01-09 13:00:35,control,9,734.02,70.88,1,13,1,2
109433,2024-01-01 19:26:23,control,1,689.59,87.65,1,19,0,1
109434,2024-01-14 12:22:16,control,14,813.75,115.41,1,12,6,2
109435,2024-01-05 20:18:55,control,5,0.0,0.0,0,20,4,1
109436,2024-01-12 16:12:44,control,12,868.77,93.15,1,16,4,2
109437,2024-01-06 20:33:40,control,6,1067.14,76.18,1,20,5,1
109438,2024-01-03 20:18:36,control,3,0.0,0.0,0,20,2,1
109439,2024-01-03 14:36:20,control,3,895.25,94.51,1,14,2,1
109440,2024-01-08 14:28:13,control,8,746.72,52.19,1,14,0,2
109441,2024-01-11 10:42:59,control,11,299.65,62.97,1,10,3,2
109442,2024-01-04 17:49:25,control,4,0.0,0.0,0,17,3,1
109443,2024-01-14 12:45:15,control,14,0.0,0.0,0,12,6,2
109444,2024-01-09 13:46:54,control,9,570.93,53.35,1,13,1,2
109445,2024-01-11 19:45:21,control,11,0.0,0.0,0,19,3,2
109446,2024-01-01 23:34:25,control,1,1204.05,95.8,1,23,0,1
109447,2024-01-11 17:52:10,control,11,865.79,59.26,1,17,3,2
109448,2024-01-05 17:05:59,control,5,1091.82,122.53,1,17,4,1
109449,2024-01-10 22:36:29,control,10,444.16,56.59,1,22,2,2
109450,2024-01-14 15:02:28,control,14,733.77,118.67,1,15,6,2
109451,2024-01-04 12:08:02,control,4,0.0,0.0,0,12,3,1
109452,2024-01-04 15:07:10,control,4,555.31,118.75,1,15,3,1
109453,2024-01-01 19:59:53,control,1,0.0,0.0,0,19,0,1
109454,2024-01-09 11:20:21,control,9,0.0,0.0,0,11,1,2
109455,2024-01-11 20:04:30,control,11,799.28,81.05,1,20,3,2
109456,2024-01-06 17:46:11,control,6,1031.41,83.26,1,17,5,1
109457,2024-01-03 17:20:55,control,3,400.16,61.42,1,17,2,1
109458,2024-01-05 10:19:50,control,5,231.47,27.79,1,10,4,1
109459,2024-01-06 15:21:20,control,6,1172.14,115.68,1,15,5,1
109460,2024-01-13 19:49:12,control,13,0.0,0.0,0,19,5,2
109461,2024-01-02 17:40:13,control,2,0.0,0.0,0,17,1,1
109462,2024-01-05 19:20:09,control,5,274.67,47.55,1,19,4,1
109463,2024-01-08 17:42:05,control,8,1229.19,96.67,1,17,0,2
109464,2024-01-09 19:25:50,control,9,897.63,65.01,1,19,1,2
109465,2024-01-13 09:16:16,control,13,0.0,0.0,0,9,5,2
109466,2024-01-13 17:31:30,control,13,878.17,107.87,1,17,5,2
109467,2024-01-06 07:42:59,control,6,290.94,23.22,1,7,5,1
109468,2024-01-11 10:38:14,control,11,480.85,44.38,1,10,3,2
109469,2024-01-11 13:59:21,control,11,617.0,93.23,1,13,3,2
109470,2024-01-10 13:05:04,control,10,537.03,53.98,1,13,2,2
109471,2024-01-03 14:39:33,control,3,0.0,0.0,0,14,2,1
109472,2024-01-01 16:38:37,control,1,854.98,74.26,1,16,0,1
109473,2024-01-05 20:40:00,control,5,1219.76,66.32,1,20,4,1
109474,2024-01-02 20:05:05,control,2,381.52,64.29,1,20,1,1
109475,2024-01-04 19:14:49,control,4,758.91,99.48,1,19,3,1
109476,2024-01-09 20:03:34,control,9,0.0,0.0,0,20,1,2
109477,2024-01-09 19:08:41,control,9,494.77,54.64,1,19,1,2
109478,2024-01-14 20:18:06,control,14,0.0,0.0,0,20,6,2
109479,2024-01-13 20:39:38,control,13,947.73,104.48,1,20,5,2
109480,2024-01-04 03:48:51,control,4,0.0,0.0,0,3,3,1
109481,2024-01-07 08:48:49,control,7,0.0,0.0,0,8,6,1
109482,2024-01-11 21:47:25,control,11,796.53,72.8,1,21,3,2
109483,2024-01-06 02:41:16,control,6,0.0,0.0,0,2,5,1
109484,2024-01-06 18:28:52,control,6,440.49,51.76,1,18,5,1
109485,2024-01-08 17:15:12,control,8,0.0,0.0,0,17,0,2
109486,2024-01-10 15:55:54,control,10,798.5,131.05,1,15,2,2
109487,2024-01-12 14:04:10,control,12,479.13,42.78,1,14,4,2
109488,2024-01-01 12:14:28,control,1,1000.3,101.92,1,12,0,1
109489,2024-01-01 16:42:49,control,1,0.0,0.0,0,16,0,1
109490,2024-01-10 19:17:21,control,10,0.0,0.0,0,19,2,2
109491,2024-01-09 03:44:13,control,9,542.35,40.98,1,3,1,2
109492,2024-01-09 15:21:18,control,9,0.0,0.0,0,15,1,2
109493,2024-01-06 12:45:38,control,6,0.0,0.0,0,12,5,1
109494,2024-01-13 18:32:07,control,13,1944.74,119.96,1,18,5,2
109495,2024-01-13 20:31:56,control,13,617.82,51.42,1,20,5,2
109496,2024-01-02 13:13:48,control,2,510.19,48.58,1,13,1,1
109497,2024-01-13 21:09:39,control,13,450.05,62.81,1,21,5,2
109498,2024-01-03 18:04:55,control,3,635.67,96.24,1,18,2,1
109499,2024-01-04 11:27:56,control,4,0.0,0.0,0,11,3,1
109500,2024-01-08 10:00:46,control,8,1492.42,66.93,1,10,0,2
109501,2024-01-01 09:52:47,control,1,0.0,0.0,0,9,0,1
109502,2024-01-02 16:12:06,control,2,371.26,57.86,1,16,1,1
109503,2024-01-03 17:23:00,control,3,986.25,73.53,1,17,2,1
109504,2024-01-07 18:07:57,control,7,724.8,86.42,1,18,6,1
109505,2024-01-12 09:44:03,control,12,686.64,81.79,1,9,4,2
109506,2024-01-13 22:30:21,control,13,989.87,130.57,1,22,5,2
109507,2024-01-11 11:45:40,control,11,812.33,109.58,1,11,3,2
109508,2024-01-08 15:05:00,control,8,745.55,71.32,1,15,0,2
109509,2024-01-07 15:24:14,control,7,0.0,0.0,0,15,6,1
109510,2024-01-06 19:28:49,control,6,349.45,53.47,1,19,5,1
109511,2024-01-09 20:35:08,control,9,549.29,61.16,1,20,1,2
109512,2024-01-14 20:27:06,control,14,459.06,44.9,1,20,6,2
109513,2024-01-06 16:09:38,control,6,864.23,88.27,1,16,5,1
109514,2024-01-01 21:54:44,control,1,0.0,0.0,0,21,0,1
109515,2024-01-13 19:45:55,control,13,618.32,60.56,1,19,5,2
109516,2024-01-01 13:42:59,control,1,0.0,0.0,0,13,0,1
109517,2024-01-05 12:18:55,control,5,0.0,0.0,0,12,4,1
109518,2024-01-06 16:46:19,control,6,918.26,70.57,1,16,5,1
109519,2024-01-12 14:51:27,control,12,654.18,78.0,1,14,4,2
109520,2024-01-14 15:33:41,control,14,557.82,73.86,1,15,6,2
109521,2024-01-07 17:40:57,control,7,0.0,0.0,0,17,6,1
109522,2024-01-11 14:00:44,control,11,656.18,68.48,1,14,3,2
109523,2024-01-12 14:28:42,control,12,1479.26,116.85,1,14,4,2
109524,2024-01-08 02:27:39,control,8,654.62,34.6,1,2,0,2
109525,2024-01-11 11:45:38,control,11,756.27,104.91,1,11,3,2
109526,2024-01-07 03:18:17,control,7,714.2,103.21,1,3,6,1
109527,2024-01-10 11:17:18,control,10,849.02,77.96,1,11,2,2
109528,2024-01-04 19:33:22,control,4,626.27,79.01,1,19,3,1
109529,2024-01-08 12:31:34,control,8,0.0,0.0,0,12,0,2
109530,2024-01-04 15:39:43,control,4,1558.53,79.43,1,15,3,1
109531,2024-01-12 15:26:58,control,12,1244.18,109.49,1,15,4,2
109532,2024-01-10 18:48:48,control,10,1248.19,98.68,1,18,2,2
109533,2024-01-11 07:49:10,control,11,0.0,0.0,0,7,3,2
109534,2024-01-14 12:07:16,control,14,438.97,46.04,1,12,6,2
109535,2024-01-08 16:16:04,control,8,0.0,0.0,0,16,0,2
109536,2024-01-10 22:21:45,control,10,1092.52,92.26,1,22,2,2
109537,2024-01-01 14:52:52,control,1,0.0,0.0,0,14,0,1
109538,2024-01-10 00:24:47,control,10,550.03,109.85,1,0,2,2
109539,2024-01-04 15:16:26,control,4,0.0,0.0,0,15,3,1
109540,2024-01-06 13:30:15,control,6,1050.04,99.53,1,13,5,1
109541,2024-01-09 15:50:55,control,9,0.0,0.0,0,15,1,2
109542,2024-01-01 01:28:43,control,1,0.0,0.0,0,1,0,1
109543,2024-01-01 19:32:17,control,1,597.62,43.26,1,19,0,1
109544,2024-01-08 13:40:42,control,8,1187.39,139.02,1,13,0,2
109545,2024-01-11 14:09:46,control,11,673.99,59.41,1,14,3,2
109546,2024-01-12 11:52:26,control,12,572.78,75.94,1,11,4,2
109547,2024-01-06 16:44:43,control,6,0.0,0.0,0,16,5,1
109548,2024-01-03 19:33:27,control,3,0.0,0.0,0,19,2,1
109549,2024-01-07 20:16:52,control,7,1147.13,107.97,1,20,6,1
109550,2024-01-13 15:48:53,control,13,376.31,110.96,1,15,5,2
109551,2024-01-07 13:16:42,control,7,0.0,0.0,0,13,6,1
109552,2024-01-12 15:10:25,control,12,547.3,56.64,1,15,4,2
109553,2024-01-11 13:11:13,control,11,690.71,90.28,1,13,3,2
109554,2024-01-04 20:37:24,control,4,711.7,66.98,1,20,3,1
109555,2024-01-11 19:04:24,control,11,687.34,112.87,1,19,3,2
109556,2024-01-10 04:14:42,control,10,666.35,114.53,1,4,2,2
109557,2024-01-08 17:14:00,control,8,619.13,161.25,1,17,0,2
109558,2024-01-05 07:41:41,control,5,583.43,57.75,1,7,4,1
109559,2024-01-13 18:29:26,control,13,1412.14,179.27,1,18,5,2
109560,2024-01-10 15:25:09,control,10,0.0,0.0,0,15,2,2
109561,2024-01-13 22:10:14,control,13,0.0,0.0,0,22,5,2
109562,2024-01-13 19:52:38,control,13,563.8,79.49,1,19,5,2
109563,2024-01-12 14:59:11,control,12,629.76,64.03,1,14,4,2
109564,2024-01-06 18:38:13,control,6,564.72,44.21,1,18,5,1
109565,2024-01-06 13:39:44,control,6,0.0,0.0,0,13,5,1
109566,2024-01-14 12:53:39,control,14,535.81,37.97,1,12,6,2
109567,2024-01-14 07:13:43,control,14,266.7,73.45,1,7,6,2
109568,2024-01-11 13:50:25,control,11,0.0,0.0,0,13,3,2
109569,2024-01-07 19:29:50,control,7,668.76,129.66,1,19,6,1
109570,2024-01-05 11:08:59,control,5,579.53,54.4,1,11,4,1
109571,2024-01-10 22:59:18,control,10,1166.85,86.49,1,22,2,2
109572,2024-01-11 11:51:51,control,11,0.0,0.0,0,11,3,2
109573,2024-01-12 13:40:53,control,12,1591.98,103.2,1,13,4,2
109574,2024-01-03 16:06:41,control,3,0.0,0.0,0,16,2,1
109575,2024-01-05 13:30:08,control,5,568.19,59.4,1,13,4,1
109576,2024-01-10 14:00:33,control,10,617.28,107.22,1,14,2,2
109577,2024-01-07 08:36:03,control,7,964.64,101.1,1,8,6,1
109578,2024-01-04 17:19:25,control,4,0.0,0.0,0,17,3,1
109579,2024-01-12 09:57:45,control,12,566.65,71.75,1,9,4,2
109580,2024-01-01 05:39:12,control,1,357.93,57.29,1,5,0,1
109581,2024-01-11 13:31:20,control,11,0.0,0.0,0,13,3,2
109582,2024-01-04 20:08:28,control,4,1191.41,67.79,1,20,3,1
109583,2024-01-06 15:20:31,control,6,820.01,57.72,1,15,5,1
109584,2024-01-14 09:00:30,control,14,0.0,0.0,0,9,6,2
109585,2024-01-12 13:23:29,control,12,0.0,0.0,0,13,4,2
109586,2024-01-05 10:07:09,control,5,0.0,0.0,0,10,4,1
109587,2024-01-04 06:20:56,control,4,287.4,39.53,1,6,3,1
109588,2024-01-03 12:58:07,control,3,646.79,45.75,1,12,2,1
109589,2024-01-14 23:44:00,control,14,0.0,0.0,0,23,6,2
109590,2024-01-03 15:00:38,control,3,706.66,42.97,1,15,2,1
109591,2024-01-02 18:26:23,control,2,0.0,0.0,0,18,1,1
109592,2024-01-07 17:00:56,control,7,330.08,40.1,1,17,6,1
109593,2024-01-10 12:12:17,control,10,0.0,0.0,0,12,2,2
109594,2024-01-12 19:07:48,control,12,554.11,89.71,1,19,4,2
109595,2024-01-08 19:29:12,control,8,819.05,79.37,1,19,0,2
109596,2024-01-11 14:41:18,control,11,1124.32,138.51,1,14,3,2
109597,2024-01-08 22:24:23,control,8,1633.49,101.51,1,22,0,2
109598,2024-01-11 20:21:02,control,11,666.59,77.72,1,20,3,2
109599,2024-01-12 11:16:49,control,12,0.0,0.0,0,11,4,2
109600,2024-01-03 22:07:56,control,3,1062.02,62.15,1,22,2,1
109601,2024-01-10 16:40:45,control,10,981.6,93.66,1,16,2,2
109602,2024-01-01 15:28:40,control,1,753.45,55.12,1,15,0,1
109603,2024-01-05 10:17:51,control,5,0.0,0.0,0,10,4,1
109604,2024-01-07 11:26:37,control,7,463.15,56.57,1,11,6,1
109605,2024-01-07 14:48:19,control,7,449.04,25.5,1,14,6,1
109606,2024-01-12 09:45:52,control,12,0.0,0.0,0,9,4,2
109607,2024-01-14 13:08:00,control,14,742.91,50.12,1,13,6,2
109608,2024-01-10 18:11:06,control,10,627.54,55.72,1,18,2,2
109609,2024-01-02 18:11:45,control,2,0.0,0.0,0,18,1,1
109610,2024-01-06 17:17:23,control,6,693.88,65.73,1,17,5,1
109611,2024-01-09 13:12:20,control,9,0.0,0.0,0,13,1,2
109612,2024-01-09 07:49:12,control,9,0.0,0.0,0,7,1,2
109613,2024-01-04 12:08:31,control,4,1118.3,148.42,1,12,3,1
109614,2024-01-07 02:34:43,control,7,472.31,65.17,1,2,6,1
109615,2024-01-06 16:24:08,control,6,840.35,57.3,1,16,5,1
109616,2024-01-04 16:08:08,control,4,742.56,81.49,1,16,3,1
109617,2024-01-03 12:04:13,control,3,534.01,55.29,1,12,2,1
109618,2024-01-13 17:22:09,control,13,664.41,70.7,1,17,5,2
109619,2024-01-03 21:10:17,control,3,365.56,45.22,1,21,2,1
109620,2024-01-10 12:48:17,control,10,0.0,0.0,0,12,2,2
109621,2024-01-09 13:53:41,control,9,402.68,23.28,1,13,1,2
109622,2024-01-08 02:35:24,control,8,0.0,0.0,0,2,0,2
109623,2024-01-06 10:13:36,control,6,0.0,0.0,0,10,5,1
109624,2024-01-14 14:41:22,control,14,0.0,0.0,0,14,6,2
109625,2024-01-10 05:39:23,control,10,0.0,0.0,0,5,2,2
109626,2024-01-07 16:19:14,control,7,0.0,0.0,0,16,6,1
109627,2024-01-01 09:40:17,control,1,537.3,51.79,1,9,0,1
109628,2024-01-06 15:30:02,control,6,324.09,20.32,1,15,5,1
109629,2024-01-04 02:25:10,control,4,0.0,0.0,0,2,3,1
109630,2024-01-04 07:25:17,control,4,0.0,0.0,0,7,3,1
109631,2024-01-14 15:50:06,control,14,0.0,0.0,0,15,6,2
109632,2024-01-09 17:49:17,control,9,0.0,0.0,0,17,1,2
109633,2024-01-14 23:59:10,control,14,787.32,88.25,1,23,6,2
109634,2024-01-08 13:37:55,control,8,598.83,84.78,1,13,0,2
109635,2024-01-13 15:26:54,control,13,750.98,65.63,1,15,5,2
109636,2024-01-08 17:36:04,control,8,721.29,70.56,1,17,0,2
109637,2024-01-13 20:50:34,control,13,921.95,76.03,1,20,5,2
109638,2024-01-11 00:05:22,control,11,0.0,0.0,0,0,3,2
109639,2024-01-07 07:00:26,control,7,833.85,89.58,1,7,6,1
109640,2024-01-04 20:16:54,control,4,452.3,44.23,1,20,3,1
109641,2024-01-07 15:00:13,control,7,0.0,0.0,0,15,6,1
109642,2024-01-10 07:24:27,control,10,338.41,62.3,1,7,2,2
109643,2024-01-01 18:57:47,control,1,0.0,0.0,0,18,0,1
109644,2024-01-10 20:33:17,control,10,583.08,72.34,1,20,2,2
109645,2024-01-14 17:31:13,control,14,0.0,0.0,0,17,6,2
109646,2024-01-06 18:11:25,control,6,741.23,52.41,1,18,5,1
109647,2024-01-08 11:04:55,control,8,806.95,59.63,1,11,0,2
109648,2024-01-06 15:07:43,control,6,754.09,63.62,1,15,5,1
109649,2024-01-12 17:39:21,control,12,281.71,42.55,1,17,4,2
109650,2024-01-03 12:07:07,control,3,299.66,48.43,1,12,2,1
109651,2024-01-14 15:09:20,control,14,0.0,0.0,0,15,6,2
109652,2024-01-06 19:05:59,control,6,0.0,0.0,0,19,5,1
109653,2024-01-12 18:46:56,control,12,682.82,85.73,1,18,4,2
109654,2024-01-12 14:29:37,control,12,0.0,0.0,0,14,4,2
109655,2024-01-11 23:16:55,control,11,0.0,0.0,0,23,3,2
109656,2024-01-13 17:24:53,control,13,0.0,0.0,0,17,5,2
109657,2024-01-03 14:06:37,control,3,1096.75,89.86,1,14,2,1
109658,2024-01-09 07:27:14,control,9,1068.43,101.17,1,7,1,2
109659,2024-01-02 09:15:55,control,2,0.0,0.0,0,9,1,1
109660,2024-01-12 11:05:50,control,12,744.47,65.67,1,11,4,2
109661,2024-01-01 13:38:14,control,1,867.05,110.61,1,13,0,1
109662,2024-01-10 13:14:57,control,10,0.0,0.0,0,13,2,2
109663,2024-01-09 12:11:47,control,9,1649.82,132.97,1,12,1,2
109664,2024-01-11 08:41:20,control,11,0.0,0.0,0,8,3,2
109665,2024-01-03 11:12:45,control,3,1315.89,135.52,1,11,2,1
109666,2024-01-05 15:37:24,control,5,0.0,0.0,0,15,4,1
109667,2024-01-10 11:15:02,control,10,0.0,0.0,0,11,2,2
109668,2024-01-12 13:43:12,control,12,0.0,0.0,0,13,4,2
109669,2024-01-13 09:35:14,control,13,0.0,0.0,0,9,5,2
109670,2024-01-02 00:45:42,control,2,0.0,0.0,0,0,1,1
109671,2024-01-06 15:14:59,control,6,230.82,39.55,1,15,5,1
109672,2024-01-01 03:36:47,control,1,0.0,0.0,0,3,0,1
109673,2024-01-12 11:01:19,control,12,0.0,0.0,0,11,4,2
109674,2024-01-02 17:19:05,control,2,984.15,76.26,1,17,1,1
109675,2024-01-12 12:14:29,control,12,435.75,25.15,1,12,4,2
109676,2024-01-11 19:43:56,control,11,1093.74,71.89,1,19,3,2
109677,2024-01-03 17:26:39,control,3,765.37,131.06,1,17,2,1
109678,2024-01-13 07:19:12,control,13,0.0,0.0,0,7,5,2
109679,2024-01-08 13:11:23,control,8,718.51,50.34,1,13,0,2
109680,2024-01-06 22:47:37,control,6,910.6,65.37,1,22,5,1
